id_noticia,id_accion_contenciosa,id_conflicto,fecha,link,medio,tipo_medio,region,columna,localidad_accion,periodo,tipo_energia,subtipo_renovable,tipo_conflicto,tipo_accion,tipo_actor_demandante,actor_demandante,tipo_actor_demandado,actor_demandado,bajada
,,,2023-01-01,https://www.municipalidadvicuna.cl/proponen-reactivar-proyecto-tunel-agua-negra-con-estudio-de-impacto-ambiental-del-bid/,Municipalidad de Vicuña,,Coquimbo,Vicuña,,,,,,,,,,,"Luego de un par de años detenido el proyecto, el Túnel de Agua Negra este 2022 comienza a replantearse con proyecciones concretas.28 個月前"
,,,2024-07-29,https://www.reporteminero.cl/noticia/noticias/2024/07/comunidades-valle-elqui-denuncian-proyecto-minero-barrick,Reporte Minero,,Coquimbo,Vicuña,,,,,,,,,,,Compartir. Más de 600 observaciones ignoradas: comunidades del Elqui denuncian la falta de legitimidad en la evaluación ambiental de Barrick
,,,2021-02-19,https://www.ciperchile.cl/2021/02/19/agua-y-uso-de-plaguicidas-los-problemas-de-andronico-luksic-en-el-valle-del-elqui/,- CIPER Chile,,Coquimbo,Vicuña,,,,,,,,,,,"El Valle del Elqui no escapa a la grave sequía que afecta al país, provocando problemas para los pequeños agricultores de la zona, que la"
,,,2023-07-07,https://www.reporteminero.cl/noticia/noticias/2023/07/barrick-proyecto-sondajes-cercanias-el-indio,Reporte Minero,,Coquimbo,Vicuña,,,,,,,,,,,"Compartir. El proyecto de prospección se ubicará en el área cordillerana de la Región de Coquimbo, a unos 70 kilómetros al este de la comuna"
,,,2012-05-30,https://www.elobservatodo.cl/noticia/sociedad/asamblea-del-agua-entrega-declaracion-publica-por-conflicto-caimanes-y-minera-los-p,elobservatodo.cl,,Coquimbo,Vicuña,,,,,,,,,,,Diferentes agrupaciones se reunieron el 26 de mayo y entregaron un comunicado manifestando la postura frente al conflicto entre la comunidad
,,,2024-05-13,https://www.fima.cl/2024/05/13/6-comunas-de-la-region-de-valparaiso-seran-beneficiadas-con-programa-para-el-acceso-a-la-justicia-ambiental/,ONG Fima,,Valparaíso,Algarrobo,,,,,,,,,,,"El proyecto, que se lleva a cabo gracias a un Fondo Nacional de Desarrollo Regional del Gobierno Regional de Valparaíso, beneficiará a las"
,,,2024-02-02,https://www.paiscircular.cl/agua/humedales-concentran-el-27-de-los-conflictos-socioambientales-relacionados-a-vegetacion-nativa-en-la-region-de-valparaiso/,País Circular,,Valparaíso,Algarrobo,,,,,,,,,,,"Agua / Mediante el trabajo territorial del Proyecto “Justicia Ambiental, Derechos Humanos y Cambio Climático” de Fundación Terram,"
,,,2024-01-18,https://www.observador.cl/museos-en-verano-2024-los-recintos-que-abriran-gratis-en-la-region-de-valparaiso/,El Observador,,Valparaíso,Algarrobo,,,,,,,,,,,Espacios culturales de todo Chile abrirán en horario extendido y con entrada liberada el próximo viernes por Museos en Verano 2024.10 個月前
,,,2024-12-04,https://www.diariomayor.cl/ciencia-um/academicos-advierten-que-las-playas-de-algarrobo-y-cartagena-desapareceran-en-los-proximos-anos,Diario Mayor,,Valparaíso,Algarrobo,,,,,,,,,,,"Las proyecciones de un grupo de investigación a cargo de Waldo Pérez e Idania Briceño del Centro Hémera de la U. Mayor, sugieren que en 10"
,,,2020-07-02,https://laderasur.com/articulo/los-molles-algarrobo-y-las-desastrosas-consecuencias-de-construir-sobre-humedales-y-degradar-la-zona-costera/,Ladera Sur,,Valparaíso,Algarrobo,,,,,,,,,,,"Un ejemplo de lo que no se debe hacer. Así podríamos resumir lo ocurrido en Los Molles, donde la inundación provocada por el relleno de un"
,,,2024-10-25,https://www.fima.cl/2024/10/25/talleres-en-la-region-de-valparaiso-ensenaran-a-la-ciudadania-como-hacer-denuncias-ambientales/,ONG Fima,,Valparaíso,Algarrobo,,,,,,,,,,,"Las comunas de Algarrobo, Cartagena, Viña del Mar, Quilpué, Catemu y Putaendo serán sede de una serie de talleres sobre denuncias ciudadanas"
,,,2024-07-10,https://www.fima.cl/2024/07/10/6-municipios-de-la-region-de-valparaiso-inician-el-trabajo-en-programa-para-el-empoderamiento-juridico-de-funcionarios-municipales/,ONG Fima,,Valparaíso,Algarrobo,,,,,,,,,,,"El proyecto, que se lleva a cabo gracias a un Fondo Nacional de Desarrollo Regional del Gobierno Regional de Valparaíso, beneficiará a las"
,,,2024-06-17,https://portal.sma.gob.cl/index.php/sma-dicta-medida-contra-minera-las-cenizas-por-escurrimiento-de-relaves-en-cabildo/,Superintendencia Del Medio Ambiente – Gobierno de Chile,,Valparaíso,Cabildo,,,,,,,,,,,"La medida se fundamenta en los hechos ocurridos el jueves 13 de junio a las 20:00 horas cuando, por las precipitaciones que afectaron a la"
,,,2024-01-12,https://www.reporteminero.cl/noticia/noticias/2024/01/eventual-cierre-de-cerro-negro-cabildo-valparaiso,Reporte Minero,,Valparaíso,Cabildo,,,,,,,,,,,"Compartir. Con manifestaciones en el centro de Cabildo, la minera Cerro Negro está a la espera del pronunciamiento del Consejo de Ministros"
,,,2023-12-15,https://g5noticias.cl/2023/12/15/crece-movilizacion-social-en-cabildo-por-inminente-cierre-de-minera-cerro-negro/,G5noticias,,Valparaíso,Cabildo,,,,,,,,,,,"Sindicatos y Asociaciones de Pequeños Mineros se reunieron para plegarse como rubro a la demanda que evite el cierre de la minera,"
,,,2023-12-15,https://puranoticia.pnt.cl/regiones/mineros-de-cabildo-en-alerta-700-trabajadores-podrian-quedar-cesantes,Home Puranoticia,,Valparaíso,Cabildo,,,,,,,,,,,"Instancia ministerial decidirá el futuro de la faena el próximo mes de enero, cuestión que tiene en vilo a los trabajadores,"
,,,2023-07-26,https://www.elciudadano.com/medio-ambiente/rodrigo-mundaca-gobernador-de-la-region-de-valparaiso-la-problematica-del-agua-se-agudiza-hoy-dia-en-todos-los-territorios/07/25/,elciudadano.com,,Valparaíso,Cabildo,,,,,,,,,,,"En conversación con El Ciudadano, Mundaca abordó su experiencia con Modatima y el trabajo realizado en estos dos años a cargo de la"
,,,2018-04-27,https://www.ciperchile.cl/2018/04/27/la-naturaleza-politica-de-la-sequia-en-petorca/,- CIPER Chile,,Valparaíso,Cabildo,,,,,,,,,,,A partir de las conclusiones de un trabajo de “arqueología” que revisó los registros históricos de los derechos de aguas en la Provincia de
,,,2021-09-22,https://interferencia.cl/articulos/corte-de-valparaiso-suspendio-obras-de-mega-edificio-en-los-molles-por-recurso-de,Interferencia |,,Valparaíso,Cabildo,,,,,,,,,,,"El proyecto inmobiliario Paseo Costanera fue detenido el 30 de junio de 2021, luego de que la Corte de Apelaciones de Valparaíso dictaminó"
,,,2018-06-15,https://diariolaquinta.cl/2018/06/15/valparaiso-sera-sede-de-encuentro-del-movimiento-por-el-agua-y-los-territorios/,Diario La Quinta,,Valparaíso,Cabildo,,,,,,,,,,,"Organizaciones de las regiones de Valparaíso, O'Higgins, del Maule y Metropolitana se reunirán en el Parque Quebrada Verde para fortalecer"
,,,2015-05-25,https://mma.gob.cl/petorca-y-la-ligua-las-comunas-con-mayor-riesgo-de-sufrir-desastres-por-el-cambio-climatico/,mma.gob.cl,,Valparaíso,Cabildo,,,,,,,,,,,"Las proyecciones indican que ya a mediados de este siglo el clima en Chile cambiará. La temperatura máxima en algunas zonas subirá hasta 4,5"
,,,2024-02-05,https://chile.as.com/actualidad/incendios-en-chile-y-toque-de-queda-en-vina-del-mar-y-valparaiso-mapa-focos-activos-y-ultima-hora-quilpue-villa-alemana-n/,AS Chile,,Valparaíso,Cabildo,,,,,,,,,,,"Incendio forestal en Viña del Mar y Valparaíso hoy, en vivo: focos y últimas noticias | Quilpué, Villa Alemana.9 個月前"
,,,2023-02-02,https://radio.uchile.cl/2023/02/02/greenpeace-y-vecinos-de-los-molles-denuncian-nueva-contaminacion-en-su-humedal/,Radio Universidad de Chile,,Valparaíso,Cabildo,,,,,,,,,,,Imágenes dieron cuenta de peces muertos flotando en la parte alta del humedal. La comunidad de Valparaíso teme que se repita la masiva
,,,2014-07-14,http://www.portalminero.com/pages/viewpage.action%3FpageId%3D89634236,Portal Minero,,Valparaíso,Cabildo,,,,,,,,,,,"Skip to end of metadata Page restrictions apply Attachments:1 Added by Editor Portal Minero, last edited by Prensa Portal Minero on jun 27,"
,,,2023-02-02,https://www.meganoticias.cl/nacional/404384-conflicto-humedal-los-molles-tribunal-ambiental-delimitar-area-02-02-2023.html,Meganoticias,,Valparaíso,Cabildo,,,,,,,,,,,Este jueves el Segundo Tribunal Ambiental dejó sin efecto la decisión del Ministerio del Medio Ambiente de declarar el Humedal Urbano
,,,2018-10-07,https://resumen.cl/articulos/exigen-aclarar-muerte-de-alejandro-castro-pescador-artesanal-y-activista-contra-la-contaminacion-en-quintero,Resumen.cl,,Valparaíso,Cabildo,,,,,,,,,,,"[resumen.cl] El pasado jueves, organizaciones sociales en medio de las movilizaciones contra la contaminación en Quintero y Puchuncaví"
,,,2012-04-12,https://www.upla.cl/noticias/2012/04/12/con-el-conflicto-hidrico-en-la-region-se-inicio-ciclo-de-dialogos-ciudadanos/,Universidad de Playa Ancha,,Valparaíso,Cabildo,,,,,,,,,,,"Participaron en este encuentro los académicos UPLA, Rodrigo Villaseñor de la Facultad de Ciencias Naturales y Exactas y Eva Soto de la"
,,,2020-10-26,https://diariolaquinta.cl/2020/10/26/el-mapa-del-apruebo-en-la-region-de-valparaiso/,Diario La Quinta,,Valparaíso,Cabildo,,,,,,,,,,,Las zonas Epicentro del Robo De Agua a nivel Nacional decimos claramente como Primera linea #ConstitucionEcologica porque Sabemos en carne
,,,2012-05-30,https://www.elobservatodo.cl/noticia/sociedad/asamblea-del-agua-entrega-declaracion-publica-por-conflicto-caimanes-y-minera-los-p,elobservatodo.cl,,Valparaíso,Cabildo,,,,,,,,,,,Diferentes agrupaciones se reunieron el 26 de mayo y entregaron un comunicado manifestando la postura frente al conflicto entre la comunidad
,,,2023-07-13,https://www.reporteminero.cl/noticia/noticias/2023/07/minera-las-cenizas-derrame-relave,Reporte Minero,,Valparaíso,Cabildo,,,,,,,,,,,Compartir. Minera Las Cenizas ha anunciado que está trabajando en la confinación y transporte del material derramado.16 個月前
,,,2018-03-29,https://mma.gob.cl/autoridades-regionales-se-reunen-en-la-calera-para-abordar-emanacion-de-malos-olores-que-afecta-a-vecinos-de-la-comuna/,mma.gob.cl,,Valparaíso,Calera,,,,,,,,,,,Autoridades Regionales se reúnen en La Calera para abordar emanación de malos olores que afecta a vecinos de la comuna.79 個月前
,,,2020-06-01,https://www.elmostrador.cl/noticias/2020/06/01/agrupaciones-de-region-de-valparaiso-exigen-a-comision-de-medio-ambiente-del-senado-reconocer-el-olor-como-agente-contaminante/,El Mostrador,,Valparaíso,Calera,,,,,,,,,,,"Los 29 firmantes esperan ser oídos y solicitan que se dé pronta tramitación al proyecto de ley que modifica la ley N°19.300,"
,,,2022-09-23,https://www.latercera.com/nacional/noticia/lena-pesticidas-y-polvo-estudio-revela-altos-indices-de-contaminacion-del-aire-en-el-valle-del-aconcagua/PNNOUPP6PVB7VHXJOELSNVIJCQ/,La Tercera,,Valparaíso,Calera,,,,,,,,,,,"Durante el invierno, la concentración de material particulado fino superó en un 78% el límite propuesto por la OMS en Los Andes, San Felipe,"
,,,2018-01-01,https://www.bnamericas.com/es/reportajes/bajo-la-lupa-los-mayores-proyectos-de-infraestructura-de-chile-en-evaluacion-ambiental,BNamericas,,Valparaíso,Calera,,,,,,,,,,,"El más grande, correspondiente a obras portuarias por US$3.500 millones en San Antonio, ha estado en evaluación durante más de dos años.26 個月前"
,,,2023-10-11,https://laliguanoticias.cl/2023/10/11/gobernador-y-alcaldes-de-la-region-de-valparaiso-entregan-carta-al-presidente-de-la-republica-para-que-reconsidere-los-alcances-del-presupuesto-2024/,La Ligua Noticias,,Valparaíso,Calle Larga,,,,,,,,,,,El presupuesto de la nación considerado para el 2024 asignado al Gobierno Regional de Valparaíso para subvencionar tanto su funcionamiento
,,,2019-05-20,https://www.explora.cl/valparaiso/conoce-los-seleccionados-del-14-congreso-regional-escolar-de-valparaiso/,Explora.cl,,Valparaíso,Calle Larga,,,,,,,,,,,"Esta semana se llevaron a cabo los congreso provinciales, organizados por el PAR Explora de CONICYT Valparaíso, donde pudimos conocer las"
,,,2024-12-04,http://www.losandesonline.cl/noticias/26137/diversas-situaciones-que-afectan-a-nuestra-gente-del-valle-de-aconcagua.html,Andes on line,,Valparaíso,Calle Larga,,,,,,,,,,,"Como concejal de la Calle Larga y representante de la comunidad, tengo la posibilidad de conocer muchos de los problemas o necesidades que afectan a los"
,,,2023-10-11,https://g5noticias.cl/2023/10/11/alcaldes-de-la-region-de-valparaiso-entregan-carta-al-presidente-de-la-republica-para-que-reconsidere-los-alcances-del-presupuesto-2024/,G5noticias,,Valparaíso,Calle Larga,,,,,,,,,,,"Durante la instancia, que también contó con la presencia de dirigentes sociales de la región, las autoridades se reunieron con la ministra"
,,,2018-12-02,https://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2018/12/02/contraloria-oficia-al-mop-por-presunto-conflicto-de-interes-en-estudios-del-embalse-pocuro.shtml,BioBioChile,,Valparaíso,Calle Larga,,,,,,,,,,,La Contraloría Regional de la República ofició al Ministerio de Obras Públicas a dar respuesta a una denuncia anónima que
,,,2011-04-12,https://www.soychile.cl/Valparaiso/Sociedad/2011/04/11/7594/El-temor-por-el-chupacabras-reaparece-en-la-region.aspx,soychile.cl,,Valparaíso,Calle Larga,,,,,,,,,,,La misteriosa muerte de más de 20 gallinas en Los Andes hizo que la creencia popular volviera a cobrar vida.163 個月前
,,,2024-05-13,https://www.fima.cl/2024/05/13/6-comunas-de-la-region-de-valparaiso-seran-beneficiadas-con-programa-para-el-acceso-a-la-justicia-ambiental/,ONG Fima,,Valparaíso,Cartagena,,,,,,,,,,,"El proyecto, que se lleva a cabo gracias a un Fondo Nacional de Desarrollo Regional del Gobierno Regional de Valparaíso, beneficiará a las"
,,,2017-09-05,https://mma.gob.cl/alcalde-de-cartagena-junto-a-seremis-de-medio-ambiente-y-bienes-nacionales-presentaron-querella-por-contaminacion-en-estero-de-cartagena/,mma.gob.cl,,Valparaíso,Cartagena,,,,,,,,,,,Alcalde de Cartagena junto a Seremis de Medio Ambiente y Bienes Nacionales presentaron querella por contaminación en estero de Cartagena.86 個月前
,,,2024-12-04,https://www.diariomayor.cl/ciencia-um/academicos-advierten-que-las-playas-de-algarrobo-y-cartagena-desapareceran-en-los-proximos-anos,Diario Mayor,,Valparaíso,Cartagena,,,,,,,,,,,"Las proyecciones de un grupo de investigación a cargo de Waldo Pérez e Idania Briceño del Centro Hémera de la U. Mayor, sugieren que en 10"
,,,2019-02-19,https://www.emol.com/noticias/Nacional/2019/02/19/938461/C-de-Apelaciones-de-Valparaiso-rechaza-todos-los-recursos-de-proteccion-por-contaminacion-en-Quintero-y-Puchuncavi.html,Emol,,Valparaíso,Cartagena,,,,,,,,,,,Las acciones judiciales fueron presentadas tras los diversos episodios de contaminación en la zona que afectaron a la población durante el
,,,2020-11-27,https://www.ciperchile.cl/2020/11/27/plebiscito-en-valparaiso-en-renaca-se-concentro-el-rechazo-y-el-apruebo-movilizo-a-un-nuevo-votante-urbano/,- CIPER Chile,,Valparaíso,Cartagena,,,,,,,,,,,"En la V región el apruebo obtuvo una de las votaciones más altas de Chile: 79,4%. En Petorca, Llay-Llay, Puchuncaví, comunidades afectadas"
,,,2024-01-20,https://www.soychile.cl/San-Antonio/Sociedad/2023/12/28/841292/cartagena-juegos-mecanicos-playa-chica.html,soychile.cl,,Valparaíso,Cartagena,,,,,,,,,,,La instalación de los juegos mecánicos en la Playa Chica de Cartagena generó un conflicto ambiental que motivó la intervención de la
,,,2023-11-10,https://www.latercera.com/pulso/noticia/segundo-tribunal-ambiental-suspende-la-instalacion-de-17-torres-de-alta-tension-de-proyecto-entre-melipilla-y-vina-del-mar/MHJUZXN5LZGQNL27U2H74SXYJ4/,La Tercera,,Valparaíso,Cartagena,,,,,,,,,,,"El Segundo Tribunal Ambiental decidió suspender parte del proyecto de transmisión ante ""un eventual incumplimiento de parte del titular del"
,,,2024-01-18,https://www.observador.cl/museos-en-verano-2024-los-recintos-que-abriran-gratis-en-la-region-de-valparaiso/,El Observador,,Valparaíso,Cartagena,,,,,,,,,,,Espacios culturales de todo Chile abrirán en horario extendido y con entrada liberada el próximo viernes por Museos en Verano 2024.10 個月前
,,,2021-02-13,https://www.elciudadano.com/actualidad/habitantes-de-laguna-verde-quintay-y-placilla-protestaron-en-pasarela-sobre-la-ruta-68/02/13/,elciudadano.com,,Valparaíso,Cartagena,,,,,,,,,,,"Este viernes 12 de febrero, vecinos de Laguna Verde, Placilla y Quintay instalaron pancartas en la Ruta 68 -tanto en la carretera como sobre"
,,,2024-10-25,https://www.fima.cl/2024/10/25/talleres-en-la-region-de-valparaiso-ensenaran-a-la-ciudadania-como-hacer-denuncias-ambientales/,ONG Fima,,Valparaíso,Cartagena,,,,,,,,,,,"Las comunas de Algarrobo, Cartagena, Viña del Mar, Quilpué, Catemu y Putaendo serán sede de una serie de talleres sobre denuncias ciudadanas"
,,,2016-12-15,https://es.mongabay.com/2016/11/caqueta-temor-ante-la-mineria-las-hidroelectricas-la-amazonia-colombiana/,Mongabay - Conservation News,,Valparaíso,Cartagena,,,,,,,,,,,"Caquetá es el departamento con más deforestación: 19.2 %, en el año 2015. “En el momento hay 43 bloques [petroleros] en explotación,"
,,,2014-01-12,https://www.elciudadano.com/arte-cultura/encuentro-de-teatro-porteno-independiente/01/12/,elciudadano.com,,Valparaíso,Cartagena,,,,,,,,,,,"Con “Mediagua”, de la compañía La Peste, y un espectáculo internacional de títeres comenzó el evento que se desarrollará entre el 10 y el 31"
,,,2024-07-10,https://www.fima.cl/2024/07/10/6-municipios-de-la-region-de-valparaiso-inician-el-trabajo-en-programa-para-el-empoderamiento-juridico-de-funcionarios-municipales/,ONG Fima,,Valparaíso,Cartagena,,,,,,,,,,,"El proyecto, que se lleva a cabo gracias a un Fondo Nacional de Desarrollo Regional del Gobierno Regional de Valparaíso, beneficiará a las"
,,,2024-07-21,https://www.ex-ante.cl/permisologia-proyecto-de-parque-solar-en-valparaiso-por-us-125-millones-es-rechazado/,Ex-Ante,,Valparaíso,Casablanca,,,,,,,,,,,"Alrededor de las 17:00 de este miércoles, la Comisión de Evaluación Ambiental (COEVA) de Valparaíso resolvió no aprobar la iniciativa"
,,,2024-03-13,https://diariolaquinta.cl/2024/03/13/placilla-unida-por-el-medio-ambiente-presenta-recurso-de-proteccion-para-paralizar-obras-de-proyecto-de-torres-de-alta-tension-en-zona-del-salto-del-agua/,Diario La Quinta,,Valparaíso,Casablanca,,,,,,,,,,,La organización comunitaria “Placilla Unida por el Medio Ambiente” (PUMA) presentó este lunes 11 de marzo un recurso de protección ante la
,,,2024-02-20,https://radionuevomundo.cl/2024/02/20/vecinos-de-placilla-denuncian-incumplimiento-ambiental-en-construccion-de-torres-de-alta-tension-y-buscan-convertir-en-parque-zona-comprometida/,Radio Nuevo Mundo,,Valparaíso,Casablanca,,,,,,,,,,,"Apenas una semana de ocurridos los incendios en la región de Valparaíso que han afectado a más de 20 mil personas, la empresa Elecnor"
,,,2024-07-21,https://www.ex-ante.cl/proyecto-de-parque-solar-en-valparaiso-por-us-125-millones-queda-en-suspenso-por-permisologia/,Ex-Ante,,Valparaíso,Casablanca,,,,,,,,,,,"Este miércoles será un día clave para el proyecto “Parque Solar Alicanto”, de US$ 125 millones, que está planificado para realizarse en la"
,,,2023-04-01,https://cooperativa.cl/noticias/pais/region-de-valparaiso/la-region-de-valparaiso-suma-34-conflictos-ambientales/2023-04-01/211623.html,Cooperativa.cl,,Valparaíso,Casablanca,,,,,,,,,,,"La mitad corresponde a urbanizaciones y loteos que afectan a la vegetación nativa y casi el 80% involucra a especies vulnerables, según la"
,,,2023-11-10,https://www.latercera.com/pulso/noticia/segundo-tribunal-ambiental-suspende-la-instalacion-de-17-torres-de-alta-tension-de-proyecto-entre-melipilla-y-vina-del-mar/MHJUZXN5LZGQNL27U2H74SXYJ4/,La Tercera,,Valparaíso,Casablanca,,,,,,,,,,,Un posible incumplimiento tiene en jaque al proyecto “Nueva Línea 2x220 Nueva Alto Melipilla - Nueva Casablanca - La Pólvora- Agua Santa”.12 個月前
,,,2023-04-04,https://www.elciudadano.com/chile/valparaiso-presentan-recurso-para-frenar-instalacion-de-torres-de-alta-tension-en-reserva-de-la-biosfera/04/04/,elciudadano.com,,Valparaíso,Casablanca,,,,,,,,,,,Proyecto “Nueva Línea 2x220 Nueva Alto Melipilla - Nueva Casablanca - La Pólvora - Agua Santa” es un trazado de torres eléctricas que
,,,2022-05-13,https://upla.cl/vinculacion/2022/05/13/upla-firma-convenio-con-municipalidad-de-casablanca-para-fortalecer-compromiso-de-la-universidad-con-el-desarrollo-social-y-territorial-de-la-comuna/,Universidad de Playa Ancha,,Valparaíso,Casablanca,,,,,,,,,,,**El rector de la universidad se reunió con el edil para vislumbrar las proyecciones de la alianza y cómo aportar interdisciplinariamente en
,,,2020-01-26,https://radio.uchile.cl/2020/01/26/crisis-medioambiental-en-quintay-la-privatizacion-del-agua-como-el-origen-del-problema/,Radio Universidad de Chile,,Valparaíso,Casablanca,,,,,,,,,,,Constantes episodios de contaminación del agua potable durante todo el 2019 llevaron a los vecinos de dicha localidad a presentar un recurso
,,,2021-10-19,https://pagina19.cl/nacional/entrevistas/marcela-espinoza-candidata-a-core-por-valparaiso-la-region-lleva-tres-anos-consecutivos-en-recesion/,Página 19,,Valparaíso,Casablanca,,,,,,,,,,,"Marcela Espinoza, candidata a Consejera Regional por Valparaíso, cuenta con una extensa carrera en el mundo social, nieta de campesinos que"
,,,2019-05-20,https://www.explora.cl/valparaiso/conoce-los-seleccionados-del-14-congreso-regional-escolar-de-valparaiso/,Explora.cl,,Valparaíso,Casablanca,,,,,,,,,,,"Esta semana se llevaron a cabo los congreso provinciales, organizados por el PAR Explora de CONICYT Valparaíso, donde pudimos conocer las"
,,,2023-08-16,https://cooperativa.cl/noticias/pais/medioambiente/contaminacion/esval-querello-a-experto-ambiental-de-la-upla-por-falsa-alarma-de/2023-08-16/135437.html,Cooperativa.cl,,Valparaíso,Casablanca,,,,,,,,,,,La Empresa Sanitaria de Valparaíso presentó una querella contra el director del Centro de Investigación Hub Ambiental de la Universidad de
,,,2021-07-16,https://www.latercera.com/la-tercera-sabado/noticia/las-caras-de-la-sequia-el-drama-de-la-escasez-hidrica-en-las-comunas-de-valparaiso/EZRYKRWQI5DYHMPYX3UAMWVFO4/,La Tercera,,Valparaíso,Casablanca,,,,,,,,,,,"Los sistemas de agua potable rural de 10 comunas de la V Región -entre ellas Limache, Quillota y Olmué- han presentado problemas.40 個月前"
,,,2021-02-13,https://www.elciudadano.com/actualidad/habitantes-de-laguna-verde-quintay-y-placilla-protestaron-en-pasarela-sobre-la-ruta-68/02/13/,elciudadano.com,,Valparaíso,Casablanca,,,,,,,,,,,"Este viernes 12 de febrero, vecinos de Laguna Verde, Placilla y Quintay instalaron pancartas en la Ruta 68 -tanto en la carretera como sobre"
,,,2024-06-21,https://www.ex-ante.cl/las-torres-electricas-de-la-espanola-celeo-que-llevan-10-meses-sin-poder-instalarse-por-flora-en-estado-de-conservacion/,Ex-Ante,,Valparaíso,Casablanca,,,,,,,,,,,Diez torres del proyecto de línea eléctrica que se construye entre Melipilla y Viña de la empresa Casablanca Transmisora llevan más de 10
,,,2024-05-13,https://www.fima.cl/2024/05/13/6-comunas-de-la-region-de-valparaiso-seran-beneficiadas-con-programa-para-el-acceso-a-la-justicia-ambiental/,ONG Fima,,Valparaíso,Catemu,,,,,,,,,,,"El proyecto, que se lleva a cabo gracias a un Fondo Nacional de Desarrollo Regional del Gobierno Regional de Valparaíso, beneficiará a las"
,,,2021-10-26,https://portal.sma.gob.cl/index.php/tras-ser-declarada-zona-latente-por-so2-y-saturada-por-mp10-superintendente-del-medio-ambiente-inauguro-delegacion-en-catemu/,Superintendencia Del Medio Ambiente – Gobierno de Chile,,Valparaíso,Catemu,,,,,,,,,,,Con esta oficina la institución avanza con su Estrategia de Priorizar Territorios que por su vulnerabilidad ambiental requieren mayor
,,,2021-05-31,https://cooperativa.cl/noticias/pais/region-de-valparaiso/contaminacion-gobierno-declaro-a-catemu-como-zona-latente-por-dioxido/2021-05-31/230230.html,Cooperativa.cl,,Valparaíso,Catemu,,,,,,,,,,,"El Ministerio de Medio Ambiente ingresó a la Contraloría General de la República la declaratoria de la comuna de Catemu, en la provincia de"
,,,2023-07-21,https://www.ex-ante.cl/comision-ambiental-aprueba-proyecto-en-catemu-en-medio-de-fuertes-presiones-de-pequena-mineria-y-no-acata-recomendacion-del-sea/,Ex-Ante,,Valparaíso,Catemu,,,,,,,,,,,"Por 7 votos a favor y 4 en contra, la Comisión de Evaluación Ambiental (COEVA) aprobó el proyecto de ampliación de vida útil de minera"
,,,2024-10-25,https://www.fima.cl/2024/10/25/talleres-en-la-region-de-valparaiso-ensenaran-a-la-ciudadania-como-hacer-denuncias-ambientales/,ONG Fima,,Valparaíso,Catemu,,,,,,,,,,,"Las comunas de Algarrobo, Cartagena, Viña del Mar, Quilpué, Catemu y Putaendo serán sede de una serie de talleres sobre denuncias ciudadanas"
,,,2016-04-13,https://mma.gob.cl/subsecretario-del-medio-ambiente-entrega-certificacion-ambiental-a-71-establecimientos-educacionales-de-la-region-de-valparaiso/,mma.gob.cl,,Valparaíso,Catemu,,,,,,,,,,,"A partir de este mes, 71 nuevos establecimientos educacionales de la Región de Valparaíso, obtuvieron la certificación ambiental por su"
,,,2022-09-23,https://www.latercera.com/nacional/noticia/lena-pesticidas-y-polvo-estudio-revela-altos-indices-de-contaminacion-del-aire-en-el-valle-del-aconcagua/PNNOUPP6PVB7VHXJOELSNVIJCQ/,La Tercera,,Valparaíso,Catemu,,,,,,,,,,,"Durante el invierno, la concentración de material particulado fino superó en un 78% el límite propuesto por la OMS en Los Andes, San Felipe,"
,,,2023-12-15,https://puranoticia.pnt.cl/regiones/mineros-de-cabildo-en-alerta-700-trabajadores-podrian-quedar-cesantes,Home Puranoticia,,Valparaíso,Catemu,,,,,,,,,,,"Instancia ministerial decidirá el futuro de la faena el próximo mes de enero, cuestión que tiene en vilo a los trabajadores,"
,,,2024-06-11,https://www.ciperchile.cl/2024/06/11/nuevos-socavones-en-el-campo-dunar-origen-del-problema-y-preguntas-que-requieren-respuesta/,- CIPER Chile,,Valparaíso,Concón,,,,,,,,,,,"Un recorrido temporal extenso —decreto a decreto, y regulación a regulación— permite comprender cómo es que se llega a la dramática"
,,,2024-08-06,https://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2024/08/06/minsal-declara-alerta-sanitaria-para-concon-quintero-y-puchuncavi-por-episodios-de-contaminacion.shtml,BioBioChile,,Valparaíso,Concón,,,,,,,,,,,"El Ministerio de Salud decretó Alerta Sanitaria para las comunas de Concón, Quintero y Puchuncaví, en la región de Valparaíso hasta el"
,,,2023-05-02,https://www.pdichile.cl/centro-de-prensa/detalle-prensa/2023/10/19/valpara%25C3%25ADso-fomenta-investigaci%25C3%25B3n-cient%25C3%25ADfica-en-medioambiente,Policía De Investigaciones De Chile,,Valparaíso,Concón,,,,,,,,,,,"El pasado 17 de octubre, el Gobierno Regional y la PDI de Valparaíso sellaron el acuerdo que permitirá avanzar en el proyecto institucional"
,,,2021-02-17,https://www.indh.cl/indh-valparaiso-participa-de-conversatorio-para-abordar-problemas-medioambientales-en-concon/,Instituto Nacional de Derechos Humanos (INDH),,Valparaíso,Concón,,,,,,,,,,,"Este 23 de enero, se realizó el conversatorio virtual ""Develando la crisis medioambiental en Concón"", iniciativa de la organización de la"
